cohort_month,month_offset,cohort_size,active_users,retention_rate
2025-08-01,12,528,3,0.0057
2025-09-01,0,572,572,1.0
2025-09-01,1,572,15,0.0262
2025-09-01,2,572,5,0.0087
2025-09-01,3,572,5,0.0087
2025-09-01,4,572,6,0.0105
2025-09-01,5,572,8,0.014
2025-09-01,6,572,5,0.0087
2025-09-01,7,572,6,0.0105
2025-09-01,8,572,3,0.0052
2025-09-01,9,572,6,0.0105
2025-09-01,10,572,8,0.014
2025-09-01,11,572,6,0.0105
2025-10-01,0,650,650,1.0
2025-10-01,1,650,19,0.0292
2025-10-01,2,650,10,0.0154
2025-10-01,3,650,3,0.0046
2025-10-01,4,650,5,0.0077
2025-10-01,5,650,8,0.0123
2025-10-01,6,650,9,0.0138
2025-10-01,7,650,9,0.0138
2025-10-01,8,650,12,0.0185
2025-10-01,9,650,11,0.0169
2025-10-01,10,650,7,0.0108
2025-11-01,0,619,619,1.0
2025-11-01,1,619,11,0.0178
2025-11-01,2,619,10,0.0162
2025-11-01,3,619,9,0.0145
2025-11-01,4,619,3,0.0048
2025-11-01,5,619,7,0.0113
2025-11-01,6,619,6,0.0097
2025-11-01,7,619,10,0.0162
2025-11-01,8,619,12,0.0194
2025-11-01,9,619,4,0.0065
2025-12-01,0,643,643,1.0
2025-12-01,1,643,26,0.0404
2025-12-01,2,643,5,0.0078
2025-12-01,3,643,11,0.0171
2025-12-01,4,643,5,0.0078
2025-12-01,5,643,8,0.0124
2025-12-01,6,643,7,0.0109
2025-12-01,7,643,8,0.0124
2025-12-01,8,643,2,0.0031
2026-01-01,0,694,694,1.0
2026-01-01,1,694,27,0.0389
2026-01-01,2,694,9,0.013
2026-01-01,3,694,9,0.013
2026-01-01,4,694,8,0.0115
2026-01-01,5,694,1,0.0014
2026-01-01,6,694,13,0.0187
2026-01-01,7,694,8,0.0115
2026-02-01,0,611,611,1.0
2026-02-01,1,611,27,0.0442
2026-02-01,2,611,9,0.0147
2026-02-01,3,611,11,0.018
2026-02-01,4,611,12,0.0196
2026-02-01,5,611,6,0.0098
2026-02-01,6,611,8,0.0131
2026-03-01,0,758,758,1.0
2026-03-01,1,758,24,0.0317
2026-03-01,2,758,16,0.0211
2026-03-01,3,758,17,0.0224
2026-03-01,4,758,14,0.0185
2026-03-01,5,758,12,0.0158
2026-04-01,0,791,791,1.0
2026-04-01,1,791,19,0.024
2026-04-01,2,791,17,0.0215
2026-04-01,3,791,14,0.0177
2026-04-01,4,791,14,0.0177
2026-05-01,0,880,880,1.0
2026-05-01,1,880,32,0.0364
2026-05-01,2,880,11,0.0125
2026-05-01,3,880,17,0.0193
2026-06-01,0,879,879,1.0
2026-06-01,1,879,31,0.0353
2026-06-01,2,879,25,0.0284
2026-07-01,0,1060,1060,1.0
2026-07-01,1,1060,53,0.05
2026-08-01,0,1253,1253,1.0
